索引   文件名   耗时  数据最优解   实验最优解 
18   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.76   6503   6968 
23   1085_Instance_20_2_2_0,2_0,2_20_Rep0.txt   3.23   1357   1722 
23   1085_Instance_20_2_2_0,2_0,2_20_Rep0.txt   3.23   1357   1722 
23   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.8   6503   8431 
29   1090_Instance_20_2_2_0,2_0,6_10_Rep0.txt   2.29   1940   2196 
29   1090_Instance_20_2_2_0,2_0,6_10_Rep0.txt   2.29   1940   2196 
29   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.84   6503   8320 
34   1095_Instance_20_2_2_0,2_0,6_20_Rep0.txt   2.81   728   810 
34   1095_Instance_20_2_2_0,2_0,6_20_Rep0.txt   2.81   728   810 
34   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.78   6503   8608 
40   10_Instance_10_2_2_0,2_0,6_10_Rep0.txt   0.47   175   392 
40   10_Instance_10_2_2_0,2_0,6_10_Rep0.txt   0.47   175   392 
40   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.78   6503   7751 
41   1100_Instance_20_2_2_0,2_1_10_Rep0.txt   3.1   842   1355 
41   1100_Instance_20_2_2_0,2_1_10_Rep0.txt   3.1   842   1355 
41   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.92   6503   7329 
46   1105_Instance_20_2_2_0,2_1_20_Rep0.txt   2.37   0   37 
46   1105_Instance_20_2_2_0,2_1_20_Rep0.txt   2.37   0   37 
46   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.83   6503   8459 
51   110_Instance_10_2_3_0,2_1_10_Rep0.txt   0.55   1755   1662 
51   110_Instance_10_2_3_0,2_1_10_Rep0.txt   0.55   1755   1662 
51   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.85   6503   7949 
52   1110_Instance_20_2_2_0,4_0,2_10_Rep0.txt   2.87   4040   4218 
52   1110_Instance_20_2_2_0,4_0,2_10_Rep0.txt   2.87   4040   4218 
52   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.83   6503   8039 
57   1115_Instance_20_2_2_0,4_0,2_20_Rep0.txt   3.0   2627   3038 
57   1115_Instance_20_2_2_0,4_0,2_20_Rep0.txt   3.0   2627   3038 
57   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.93   6503   7585 
63   1120_Instance_20_2_2_0,4_0,6_10_Rep0.txt   2.73   849   1156 
63   1120_Instance_20_2_2_0,4_0,6_10_Rep0.txt   2.73   849   1156 
63   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.81   6503   8499 
68   1125_Instance_20_2_2_0,4_0,6_20_Rep0.txt   2.51   914   1035 
68   1125_Instance_20_2_2_0,4_0,6_20_Rep0.txt   2.51   914   1035 
68   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.77   6503   8397 
74   1130_Instance_20_2_2_0,4_1_10_Rep0.txt   2.3   1060   855 
74   1130_Instance_20_2_2_0,4_1_10_Rep0.txt   2.3   1060   855 
74   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.8   6503   8275 
79   1135_Instance_20_2_2_0,4_1_20_Rep0.txt   2.04   2250   903 
79   1135_Instance_20_2_2_0,4_1_20_Rep0.txt   2.04   2250   903 
79   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.86   6503   8447 
85   1140_Instance_20_2_2_0,6_0,2_10_Rep0.txt   2.35   7418   6538 
85   1140_Instance_20_2_2_0,6_0,2_10_Rep0.txt   2.35   7418   6538 
85   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.78   6503   6804 
90   1145_Instance_20_2_2_0,6_0,2_20_Rep0.txt   2.6   6074   6651 
90   1145_Instance_20_2_2_0,6_0,2_20_Rep0.txt   2.6   6074   6651 
90   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.8   6503   8430 
96   1150_Instance_20_2_2_0,6_0,6_10_Rep0.txt   1.37   7866   7195 
96   1150_Instance_20_2_2_0,6_0,6_10_Rep0.txt   1.37   7866   7195 
96   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.76   6503   8218 
101   1155_Instance_20_2_2_0,6_0,6_20_Rep0.txt   2.51   3006   2453 
101   1155_Instance_20_2_2_0,6_0,6_20_Rep0.txt   2.51   3006   2453 
101   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.77   6503   8108 
106   115_Instance_10_2_3_0,2_1_20_Rep0.txt   0.72   0   6 
106   115_Instance_10_2_3_0,2_1_20_Rep0.txt   0.72   0   6 
106   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.75   6503   8360 
107   1160_Instance_20_2_2_0,6_1_10_Rep0.txt   1.53   5517   3780 
107   1160_Instance_20_2_2_0,6_1_10_Rep0.txt   1.53   5517   3780 
107   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.82   6503   7772 
112   1165_Instance_20_2_2_0,6_1_20_Rep0.txt   1.46   3568   2511 
112   1165_Instance_20_2_2_0,6_1_20_Rep0.txt   1.46   3568   2511 
112   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.8   6503   8098 
118   1170_Instance_20_2_3_0,2_0,2_10_Rep0.txt   3.35   1762   2444 
118   1170_Instance_20_2_3_0,2_0,2_10_Rep0.txt   3.35   1762   2444 
118   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.85   6503   7843 
123   1175_Instance_20_2_3_0,2_0,2_20_Rep0.txt   3.35   793   1770 
123   1175_Instance_20_2_3_0,2_0,2_20_Rep0.txt   3.35   793   1770 
123   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.82   6503   8288 
129   1180_Instance_20_2_3_0,2_0,6_10_Rep0.txt   2.6   633   953 
129   1180_Instance_20_2_3_0,2_0,6_10_Rep0.txt   2.6   633   953 
129   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.13   6503   7490 
134   1185_Instance_20_2_3_0,2_0,6_20_Rep0.txt   3.15   233   462 
134   1185_Instance_20_2_3_0,2_0,6_20_Rep0.txt   3.15   233   462 
134   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.78   6503   7918 
140   1190_Instance_20_2_3_0,2_1_10_Rep0.txt   1.95   319   415 
140   1190_Instance_20_2_3_0,2_1_10_Rep0.txt   1.95   319   415 
140   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.78   6503   7871 
145   1195_Instance_20_2_3_0,2_1_20_Rep0.txt   2.08   346   365 
145   1195_Instance_20_2_3_0,2_1_20_Rep0.txt   2.08   346   365 
145   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.86   6503   7361 
152   1200_Instance_20_2_3_0,4_0,2_10_Rep0.txt   3.33   2593   3410 
152   1200_Instance_20_2_3_0,4_0,2_10_Rep0.txt   3.33   2593   3410 
152   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.9   6503   8581 
157   1205_Instance_20_2_3_0,4_0,2_20_Rep0.txt   3.14   1355   1762 
157   1205_Instance_20_2_3_0,4_0,2_20_Rep0.txt   3.14   1355   1762 
157   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.22   6503   7533 
162   120_Instance_10_2_3_0,4_0,2_10_Rep0.txt   0.89   1160   1071 
162   120_Instance_10_2_3_0,4_0,2_10_Rep0.txt   0.89   1160   1071 
162   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.88   6503   7637 
163   1210_Instance_20_2_3_0,4_0,6_10_Rep0.txt   2.92   2398   1791 
163   1210_Instance_20_2_3_0,4_0,6_10_Rep0.txt   2.92   2398   1791 
163   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.18   6503   7960 
168   1215_Instance_20_2_3_0,4_0,6_20_Rep0.txt   3.01   2217   2803 
168   1215_Instance_20_2_3_0,4_0,6_20_Rep0.txt   3.01   2217   2803 
168   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.16   6503   8646 
174   1220_Instance_20_2_3_0,4_1_10_Rep0.txt   1.83   2392   1599 
174   1220_Instance_20_2_3_0,4_1_10_Rep0.txt   1.83   2392   1599 
174   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   1.9   6503   7708 
179   1225_Instance_20_2_3_0,4_1_20_Rep0.txt   2.71   2306   1874 
179   1225_Instance_20_2_3_0,4_1_20_Rep0.txt   2.71   2306   1874 
179   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.12   6503   7328 
185   1230_Instance_20_2_3_0,6_0,2_10_Rep0.txt   3.23   8150   10468 
185   1230_Instance_20_2_3_0,6_0,2_10_Rep0.txt   3.23   8150   10468 
185   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.19   6503   8617 
190   1235_Instance_20_2_3_0,6_0,2_20_Rep0.txt   3.26   4094   5228 
190   1235_Instance_20_2_3_0,6_0,2_20_Rep0.txt   3.26   4094   5228 
190   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.13   6503   7726 
196   1240_Instance_20_2_3_0,6_0,6_10_Rep0.txt   3.35   8373   8353 
196   1240_Instance_20_2_3_0,6_0,6_10_Rep0.txt   3.35   8373   8353 
196   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.19   6503   7787 
201   1245_Instance_20_2_3_0,6_0,6_20_Rep0.txt   3.17   5801   6178 
201   1245_Instance_20_2_3_0,6_0,6_20_Rep0.txt   3.17   5801   6178 
201   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.24   6503   7654 
207   1250_Instance_20_2_3_0,6_1_10_Rep0.txt   3.3   5026   4679 
207   1250_Instance_20_2_3_0,6_1_10_Rep0.txt   3.3   5026   4679 
207   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.26   6503   8135 
212   1255_Instance_20_2_3_0,6_1_20_Rep0.txt   3.3   5384   6193 
212   1255_Instance_20_2_3_0,6_1_20_Rep0.txt   3.3   5384   6193 
212   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.23   6503   6823 
217   125_Instance_10_2_3_0,4_0,2_20_Rep0.txt   0.92   687   736 
217   125_Instance_10_2_3_0,4_0,2_20_Rep0.txt   0.92   687   736 
217   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.15   6503   7030 
223   130_Instance_10_2_3_0,4_0,6_10_Rep0.txt   1.07   859   713 
223   130_Instance_10_2_3_0,4_0,6_10_Rep0.txt   1.07   859   713 
223   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.03   6503   8199 
228   135_Instance_10_2_3_0,4_0,6_20_Rep0.txt   0.9   1792   1685 
228   135_Instance_10_2_3_0,4_0,6_20_Rep0.txt   0.9   1792   1685 
228   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.02   6503   7972 
234   140_Instance_10_2_3_0,4_1_10_Rep0.txt   1.02   1176   1133 
234   140_Instance_10_2_3_0,4_1_10_Rep0.txt   1.02   1176   1133 
234   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.01   6503   7520 
239   145_Instance_10_2_3_0,4_1_20_Rep0.txt   1.02   1757   1512 
239   145_Instance_10_2_3_0,4_1_20_Rep0.txt   1.02   1757   1512 
239   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.11   6503   7551 
245   150_Instance_10_2_3_0,6_0,2_10_Rep0.txt   0.86   2587   2751 
245   150_Instance_10_2_3_0,6_0,2_10_Rep0.txt   0.86   2587   2751 
245   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.03   6503   8503 
250   155_Instance_10_2_3_0,6_0,2_20_Rep0.txt   0.93   2162   1919 
250   155_Instance_10_2_3_0,6_0,2_20_Rep0.txt   0.93   2162   1919 
250   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.23   6503   7749 
255   15_Instance_10_2_2_0,2_0,6_20_Rep0.txt   0.67   225   332 
255   15_Instance_10_2_2_0,2_0,6_20_Rep0.txt   0.67   225   332 
255   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.1   6503   7812 
256   160_Instance_10_2_3_0,6_0,6_10_Rep0.txt   1.0   3066   3064 
256   160_Instance_10_2_3_0,6_0,6_10_Rep0.txt   1.0   3066   3064 
256   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.1   6503   7327 
261   165_Instance_10_2_3_0,6_0,6_20_Rep0.txt   0.96   4201   4017 
261   165_Instance_10_2_3_0,6_0,6_20_Rep0.txt   0.96   4201   4017 
261   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.03   6503   8331 
267   170_Instance_10_2_3_0,6_1_10_Rep0.txt   0.9   3726   3515 
267   170_Instance_10_2_3_0,6_1_10_Rep0.txt   0.9   3726   3515 
267   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.08   6503   8203 
272   175_Instance_10_2_3_0,6_1_20_Rep0.txt   1.01   2097   1974 
272   175_Instance_10_2_3_0,6_1_20_Rep0.txt   1.01   2097   1974 
272   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.03   6503   7847 
280   20_Instance_10_2_2_0,2_1_10_Rep0.txt   0.74   235   292 
280   20_Instance_10_2_2_0,2_1_10_Rep0.txt   0.74   235   292 
280   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.18   6503   8416 
285   25_Instance_10_2_2_0,2_1_20_Rep0.txt   0.89   558   150 
285   25_Instance_10_2_2_0,2_1_20_Rep0.txt   0.89   558   150 
285   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.2   6503   8631 
290   30_Instance_10_2_2_0,4_0,2_10_Rep0.txt   0.7   1119   1286 
290   30_Instance_10_2_2_0,4_0,2_10_Rep0.txt   0.7   1119   1286 
290   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.18   6503   7765 
295   35_Instance_10_2_2_0,4_0,2_20_Rep0.txt   0.68   2377   2123 
295   35_Instance_10_2_2_0,4_0,2_20_Rep0.txt   0.68   2377   2123 
295   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.09   6503   8080 
300   40_Instance_10_2_2_0,4_0,6_10_Rep0.txt   0.67   697   616 
300   40_Instance_10_2_2_0,4_0,6_10_Rep0.txt   0.67   697   616 
300   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.08   6503   7208 
305   45_Instance_10_2_2_0,4_0,6_20_Rep0.txt   0.71   432   244 
305   45_Instance_10_2_2_0,4_0,6_20_Rep0.txt   0.71   432   244 
305   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.08   6503   7638 
310   50_Instance_10_2_2_0,4_1_10_Rep0.txt   0.7   1035   487 
310   50_Instance_10_2_2_0,4_1_10_Rep0.txt   0.7   1035   487 
310   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.27   6503   7237 
314   540_Instance_15_2_2_0,2_0,2_10_Rep0.txt   1.49   1682   2500 
314   540_Instance_15_2_2_0,2_0,2_10_Rep0.txt   1.49   1682   2500 
314   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.19   6503   7747 
319   545_Instance_15_2_2_0,2_0,2_20_Rep0.txt   1.41   1259   2666 
319   545_Instance_15_2_2_0,2_0,2_20_Rep0.txt   1.41   1259   2666 
319   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.11   6503   7351 
325   550_Instance_15_2_2_0,2_0,6_10_Rep0.txt   1.52   818   1138 
325   550_Instance_15_2_2_0,2_0,6_10_Rep0.txt   1.52   818   1138 
325   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.05   6503   8261 
330   555_Instance_15_2_2_0,2_0,6_20_Rep0.txt   1.45   692   1782 
330   555_Instance_15_2_2_0,2_0,6_20_Rep0.txt   1.45   692   1782 
330   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.2   6503   7302 
335   55_Instance_10_2_2_0,4_1_20_Rep0.txt   0.8   467   83 
335   55_Instance_10_2_2_0,4_1_20_Rep0.txt   0.8   467   83 
335   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.05   6503   7696 
336   560_Instance_15_2_2_0,2_1_10_Rep0.txt   1.41   53   259 
336   560_Instance_15_2_2_0,2_1_10_Rep0.txt   1.41   53   259 
336   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.21   6503   8420 
341   565_Instance_15_2_2_0,2_1_20_Rep0.txt   1.45   275   409 
341   565_Instance_15_2_2_0,2_1_20_Rep0.txt   1.45   275   409 
341   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.18   6503   7843 
347   570_Instance_15_2_2_0,4_0,2_10_Rep0.txt   1.36   2573   3395 
347   570_Instance_15_2_2_0,4_0,2_10_Rep0.txt   1.36   2573   3395 
347   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.45   6503   6894 
352   575_Instance_15_2_2_0,4_0,2_20_Rep0.txt   1.4   1122   1988 
352   575_Instance_15_2_2_0,4_0,2_20_Rep0.txt   1.4   1122   1988 
352   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.65   6503   5579 
358   580_Instance_15_2_2_0,4_0,6_10_Rep0.txt   1.43   1547   2599 
358   580_Instance_15_2_2_0,4_0,6_10_Rep0.txt   1.43   1547   2599 
358   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.13   6503   8043 
363   585_Instance_15_2_2_0,4_0,6_20_Rep0.txt   1.45   992   2032 
363   585_Instance_15_2_2_0,4_0,6_20_Rep0.txt   1.45   992   2032 
363   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.22   6503   7748 
369   590_Instance_15_2_2_0,4_1_10_Rep0.txt   1.36   888   1471 
369   590_Instance_15_2_2_0,4_1_10_Rep0.txt   1.36   888   1471 
369   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.01   6503   8138 
374   595_Instance_15_2_2_0,4_1_20_Rep0.txt   1.35   929   797 
374   595_Instance_15_2_2_0,4_1_20_Rep0.txt   1.35   929   797 
374   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.11   6503   7772 
380   600_Instance_15_2_2_0,6_0,2_10_Rep0.txt   1.29   3947   5141 
380   600_Instance_15_2_2_0,6_0,2_10_Rep0.txt   1.29   3947   5141 
380   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.14   6503   6616 
385   605_Instance_15_2_2_0,6_0,2_20_Rep0.txt   1.34   4309   5475 
385   605_Instance_15_2_2_0,6_0,2_20_Rep0.txt   1.34   4309   5475 
385   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.14   6503   8216 
390   60_Instance_10_2_2_0,6_0,2_10_Rep0.txt   0.64   2600   2247 
390   60_Instance_10_2_2_0,6_0,2_10_Rep0.txt   0.64   2600   2247 
390   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.15   6503   8572 
391   610_Instance_15_2_2_0,6_0,6_10_Rep0.txt   1.37   2183   2893 
391   610_Instance_15_2_2_0,6_0,6_10_Rep0.txt   1.37   2183   2893 
391   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.09   6503   7739 
396   615_Instance_15_2_2_0,6_0,6_20_Rep0.txt   1.34   5816   6302 
396   615_Instance_15_2_2_0,6_0,6_20_Rep0.txt   1.34   5816   6302 
396   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.14   6503   7658 
402   620_Instance_15_2_2_0,6_1_10_Rep0.txt   1.39   4337   4002 
402   620_Instance_15_2_2_0,6_1_10_Rep0.txt   1.39   4337   4002 
402   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.04   6503   7433 
407   625_Instance_15_2_2_0,6_1_20_Rep0.txt   1.57   6128   4978 
407   625_Instance_15_2_2_0,6_1_20_Rep0.txt   1.57   6128   4978 
407   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.15   6503   8264 
413   630_Instance_15_2_3_0,2_0,2_10_Rep0.txt   2.01   2007   2491 
413   630_Instance_15_2_3_0,2_0,2_10_Rep0.txt   2.01   2007   2491 
413   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.14   6503   8082 
418   635_Instance_15_2_3_0,2_0,2_20_Rep0.txt   2.1   427   554 
418   635_Instance_15_2_3_0,2_0,2_20_Rep0.txt   2.1   427   554 
418   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.04   6503   7770 
424   640_Instance_15_2_3_0,2_0,6_10_Rep0.txt   1.98   329   283 
424   640_Instance_15_2_3_0,2_0,6_10_Rep0.txt   1.98   329   283 
424   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.18   6503   7235 
429   645_Instance_15_2_3_0,2_0,6_20_Rep0.txt   1.95   537   770 
429   645_Instance_15_2_3_0,2_0,6_20_Rep0.txt   1.95   537   770 
429   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.09   6503   7152 
435   650_Instance_15_2_3_0,2_1_10_Rep0.txt   2.1   28   24 
435   650_Instance_15_2_3_0,2_1_10_Rep0.txt   2.1   28   24 
435   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.12   6503   7553 
440   655_Instance_15_2_3_0,2_1_20_Rep0.txt   2.06   165   199 
440   655_Instance_15_2_3_0,2_1_20_Rep0.txt   2.06   165   199 
440   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.23   6503   7675 
445   65_Instance_10_2_2_0,6_0,2_20_Rep0.txt   0.67   2255   1427 
445   65_Instance_10_2_2_0,6_0,2_20_Rep0.txt   0.67   2255   1427 
445   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.18   6503   7416 
446   660_Instance_15_2_3_0,4_0,2_10_Rep0.txt   1.93   1725   2167 
446   660_Instance_15_2_3_0,4_0,2_10_Rep0.txt   1.93   1725   2167 
446   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.31   6503   6467 
451   665_Instance_15_2_3_0,4_0,2_20_Rep0.txt   1.82   999   1021 
451   665_Instance_15_2_3_0,4_0,2_20_Rep0.txt   1.82   999   1021 
451   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.12   6503   8353 
457   670_Instance_15_2_3_0,4_0,6_10_Rep0.txt   1.83   797   776 
457   670_Instance_15_2_3_0,4_0,6_10_Rep0.txt   1.83   797   776 
457   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.15   6503   6367 
462   675_Instance_15_2_3_0,4_0,6_20_Rep0.txt   1.87   984   973 
462   675_Instance_15_2_3_0,4_0,6_20_Rep0.txt   1.87   984   973 
462   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.07   6503   8313 
468   680_Instance_15_2_3_0,4_1_10_Rep0.txt   1.87   2429   2094 
468   680_Instance_15_2_3_0,4_1_10_Rep0.txt   1.87   2429   2094 
468   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.23   6503   6779 
473   685_Instance_15_2_3_0,4_1_20_Rep0.txt   2.06   517   355 
473   685_Instance_15_2_3_0,4_1_20_Rep0.txt   2.06   517   355 
473   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.04   6503   8283 
479   690_Instance_15_2_3_0,6_0,2_10_Rep0.txt   1.84   2171   3365 
479   690_Instance_15_2_3_0,6_0,2_10_Rep0.txt   1.84   2171   3365 
479   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.08   6503   6839 
484   695_Instance_15_2_3_0,6_0,2_20_Rep0.txt   1.88   3294   3936 
484   695_Instance_15_2_3_0,6_0,2_20_Rep0.txt   1.88   3294   3936 
484   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.22   6503   7083 
490   700_Instance_15_2_3_0,6_0,6_10_Rep0.txt   2.18   4146   3634 
490   700_Instance_15_2_3_0,6_0,6_10_Rep0.txt   2.18   4146   3634 
490   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.2   6503   6939 
495   705_Instance_15_2_3_0,6_0,6_20_Rep0.txt   1.9   2922   2251 
495   705_Instance_15_2_3_0,6_0,6_20_Rep0.txt   1.9   2922   2251 
495   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.28   6503   7025 
500   70_Instance_10_2_2_0,6_0,6_10_Rep0.txt   0.65   1922   1671 
500   70_Instance_10_2_2_0,6_0,6_10_Rep0.txt   0.65   1922   1671 
500   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.23   6503   7108 
501   710_Instance_15_2_3_0,6_1_10_Rep0.txt   1.86   2386   2898 
501   710_Instance_15_2_3_0,6_1_10_Rep0.txt   1.86   2386   2898 
501   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.19   6503   7966 
506   715_Instance_15_2_3_0,6_1_20_Rep0.txt   2.15   4083   3913 
506   715_Instance_15_2_3_0,6_1_20_Rep0.txt   2.15   4083   3913 
506   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.14   6503   7830 
515   75_Instance_10_2_2_0,6_0,6_20_Rep0.txt   0.64   1310   991 
515   75_Instance_10_2_2_0,6_0,6_20_Rep0.txt   0.64   1310   991 
515   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.15   6503   7248 
520   80_Instance_10_2_2_0,6_1_10_Rep0.txt   0.7   2379   1567 
520   80_Instance_10_2_2_0,6_1_10_Rep0.txt   0.7   2379   1567 
520   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.07   6503   7835 
525   85_Instance_10_2_2_0,6_1_20_Rep0.txt   0.69   1339   400 
525   85_Instance_10_2_2_0,6_1_20_Rep0.txt   0.69   1339   400 
525   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.09   6503   8568 
530   90_Instance_10_2_3_0,2_0,2_10_Rep0.txt   0.93   216   235 
530   90_Instance_10_2_3_0,2_0,2_10_Rep0.txt   0.93   216   235 
530   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.07   6503   8302 
535   95_Instance_10_2_3_0,2_0,2_20_Rep0.txt   0.98   341   245 
535   95_Instance_10_2_3_0,2_0,2_20_Rep0.txt   0.98   341   245 
535   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.19   6503   8524 
541   01_Instance_10_2_2_0,2_0,2_10_Rep1.txt   0.71   906   1205 
541   01_Instance_10_2_2_0,2_0,2_10_Rep1.txt   0.71   906   1205 
541   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.17   6503   7890 
546   06_Instance_10_2_2_0,2_0,2_20_Rep1.txt   0.69   535   537 
546   06_Instance_10_2_2_0,2_0,2_20_Rep1.txt   0.69   535   537 
546   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.07   6503   8289 
551   101_Instance_10_2_3_0,2_0,6_10_Rep1.txt   0.95   400   474 
551   101_Instance_10_2_3_0,2_0,6_10_Rep1.txt   0.95   400   474 
551   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.3   6503   6366 
556   106_Instance_10_2_3_0,2_0,6_20_Rep1.txt   1.04   50   50 
556   106_Instance_10_2_3_0,2_0,6_20_Rep1.txt   1.04   50   50 
556   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.06   6503   8352 
559   1081_Instance_20_2_2_0,2_0,2_10_Rep1.txt   2.55   2630   4396 
559   1081_Instance_20_2_2_0,2_0,2_10_Rep1.txt   2.55   2630   4396 
559   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   3.12   6503   8108 
564   1086_Instance_20_2_2_0,2_0,2_20_Rep1.txt   2.65   2053   3787 
564   1086_Instance_20_2_2_0,2_0,2_20_Rep1.txt   2.65   2053   3787 
