索引   文件名   耗时  数据最优解   实验最优解 
1076   96_Instance_10_2_3_0,2_0,2_20_Rep1.txt   0.63   501   637 
1076   96_Instance_10_2_3_0,2_0,2_20_Rep1.txt   0.63   501   637 
1076   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.2   6503   5524 
1082   02_Instance_10_2_2_0,2_0,2_10_Rep2.txt   0.67   1033   1066 
1082   02_Instance_10_2_2_0,2_0,2_10_Rep2.txt   0.67   1033   1066 
1082   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   5792 
1087   07_Instance_10_2_2_0,2_0,2_20_Rep2.txt   0.72   139   101 
1087   07_Instance_10_2_2_0,2_0,2_20_Rep2.txt   0.72   139   101 
1087   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.13   6503   5776 
1092   102_Instance_10_2_3_0,2_0,6_10_Rep2.txt   0.65   43   100 
1092   102_Instance_10_2_3_0,2_0,6_10_Rep2.txt   0.65   43   100 
1092   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5865 
1097   107_Instance_10_2_3_0,2_0,6_20_Rep2.txt   0.66   26   4 
1097   107_Instance_10_2_3_0,2_0,6_20_Rep2.txt   0.66   26   4 
1097   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.17   6503   5314 
1100   1082_Instance_20_2_2_0,2_0,2_10_Rep2.txt   2.66   3378   4154 
1100   1082_Instance_20_2_2_0,2_0,2_10_Rep2.txt   2.66   3378   4154 
1100   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.2   6503   5784 
1105   1087_Instance_20_2_2_0,2_0,2_20_Rep2.txt   2.64   1848   2268 
1105   1087_Instance_20_2_2_0,2_0,2_20_Rep2.txt   2.64   1848   2268 
1105   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.3   6503   5514 
1111   1092_Instance_20_2_2_0,2_0,6_10_Rep2.txt   2.68   1152   1765 
1111   1092_Instance_20_2_2_0,2_0,6_10_Rep2.txt   2.68   1152   1765 
1111   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.17   6503   5960 
1116   1097_Instance_20_2_2_0,2_0,6_20_Rep2.txt   2.76   903   1159 
1116   1097_Instance_20_2_2_0,2_0,6_20_Rep2.txt   2.76   903   1159 
1116   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.28   6503   5717 
1123   1102_Instance_20_2_2_0,2_1_10_Rep2.txt   2.38   443   530 
1123   1102_Instance_20_2_2_0,2_1_10_Rep2.txt   2.38   443   530 
1123   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.3   6503   5215 
1128   1107_Instance_20_2_2_0,2_1_20_Rep2.txt   2.43   0   302 
1128   1107_Instance_20_2_2_0,2_1_20_Rep2.txt   2.43   0   302 
1128   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.24   6503   6418 
1134   1112_Instance_20_2_2_0,4_0,2_10_Rep2.txt   2.35   4592   6925 
1134   1112_Instance_20_2_2_0,4_0,2_10_Rep2.txt   2.35   4592   6925 
1134   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.2   6503   5697 
1139   1117_Instance_20_2_2_0,4_0,2_20_Rep2.txt   2.53   1951   2467 
1139   1117_Instance_20_2_2_0,4_0,2_20_Rep2.txt   2.53   1951   2467 
1139   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.24   6503   5758 
1145   1122_Instance_20_2_2_0,4_0,6_10_Rep2.txt   2.52   1270   1574 
1145   1122_Instance_20_2_2_0,4_0,6_10_Rep2.txt   2.52   1270   1574 
1145   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   5586 
1150   1127_Instance_20_2_2_0,4_0,6_20_Rep2.txt   2.63   795   521 
1150   1127_Instance_20_2_2_0,4_0,6_20_Rep2.txt   2.63   795   521 
1150   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.19   6503   6051 
1153   112_Instance_10_2_3_0,2_1_10_Rep2.txt   0.82   283   183 
1153   112_Instance_10_2_3_0,2_1_10_Rep2.txt   0.82   283   183 
1153   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.18   6503   5753 
1156   1132_Instance_20_2_2_0,4_1_10_Rep2.txt   2.4   576   473 
1156   1132_Instance_20_2_2_0,4_1_10_Rep2.txt   2.4   576   473 
1156   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.2   6503   5597 
1161   1137_Instance_20_2_2_0,4_1_20_Rep2.txt   2.43   1374   841 
1161   1137_Instance_20_2_2_0,4_1_20_Rep2.txt   2.43   1374   841 
1161   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.16   6503   6343 
1167   1142_Instance_20_2_2_0,6_0,2_10_Rep2.txt   2.23   5344   6616 
1167   1142_Instance_20_2_2_0,6_0,2_10_Rep2.txt   2.23   5344   6616 
1167   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   6495 
1172   1147_Instance_20_2_2_0,6_0,2_20_Rep2.txt   2.31   4326   5643 
1172   1147_Instance_20_2_2_0,6_0,2_20_Rep2.txt   2.31   4326   5643 
1172   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.25   6503   5872 
1178   1152_Instance_20_2_2_0,6_0,6_10_Rep2.txt   2.2   2388   2464 
1178   1152_Instance_20_2_2_0,6_0,6_10_Rep2.txt   2.2   2388   2464 
1178   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.25   6503   5574 
1183   1157_Instance_20_2_2_0,6_0,6_20_Rep2.txt   2.34   3370   2440 
1183   1157_Instance_20_2_2_0,6_0,6_20_Rep2.txt   2.34   3370   2440 
1183   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.3   6503   5556 
1189   1162_Instance_20_2_2_0,6_1_10_Rep2.txt   2.17   5581   5430 
1189   1162_Instance_20_2_2_0,6_1_10_Rep2.txt   2.17   5581   5430 
1189   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   5651 
1194   1167_Instance_20_2_2_0,6_1_20_Rep2.txt   2.16   4573   4586 
1194   1167_Instance_20_2_2_0,6_1_20_Rep2.txt   2.16   4573   4586 
1194   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.18   6503   5991 
1200   1172_Instance_20_2_3_0,2_0,2_10_Rep2.txt   2.74   2357   2655 
1200   1172_Instance_20_2_3_0,2_0,2_10_Rep2.txt   2.74   2357   2655 
1200   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.13   6503   5523 
1205   1177_Instance_20_2_3_0,2_0,2_20_Rep2.txt   2.41   1192   1821 
1205   1177_Instance_20_2_3_0,2_0,2_20_Rep2.txt   2.41   1192   1821 
1205   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.16   6503   6150 
1208   117_Instance_10_2_3_0,2_1_20_Rep2.txt   0.85   332   233 
1208   117_Instance_10_2_3_0,2_1_20_Rep2.txt   0.85   332   233 
1208   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.17   6503   5778 
1211   1182_Instance_20_2_3_0,2_0,6_10_Rep2.txt   2.53   777   1063 
1211   1182_Instance_20_2_3_0,2_0,6_10_Rep2.txt   2.53   777   1063 
1211   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5555 
1216   1187_Instance_20_2_3_0,2_0,6_20_Rep2.txt   2.28   748   889 
1216   1187_Instance_20_2_3_0,2_0,6_20_Rep2.txt   2.28   748   889 
1216   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.2   6503   5845 
1222   1192_Instance_20_2_3_0,2_1_10_Rep2.txt   2.46   213   322 
1222   1192_Instance_20_2_3_0,2_1_10_Rep2.txt   2.46   213   322 
1222   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.37   6503   5553 
1227   1197_Instance_20_2_3_0,2_1_20_Rep2.txt   2.59   0   0 
1227   1197_Instance_20_2_3_0,2_1_20_Rep2.txt   2.59   0   0 
1227   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.21   6503   5924 
1234   1202_Instance_20_2_3_0,4_0,2_10_Rep2.txt   2.28   3133   3553 
1234   1202_Instance_20_2_3_0,4_0,2_10_Rep2.txt   2.28   3133   3553 
1234   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.15   6503   5638 
1239   1207_Instance_20_2_3_0,4_0,2_20_Rep2.txt   2.5   1459   1553 
1239   1207_Instance_20_2_3_0,4_0,2_20_Rep2.txt   2.5   1459   1553 
1239   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   6052 
1245   1212_Instance_20_2_3_0,4_0,6_10_Rep2.txt   2.33   1073   1749 
1245   1212_Instance_20_2_3_0,4_0,6_10_Rep2.txt   2.33   1073   1749 
1245   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   5795 
1250   1217_Instance_20_2_3_0,4_0,6_20_Rep2.txt   2.41   890   504 
1250   1217_Instance_20_2_3_0,4_0,6_20_Rep2.txt   2.41   890   504 
1250   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.18   6503   5950 
1256   1222_Instance_20_2_3_0,4_1_10_Rep2.txt   2.36   400   261 
1256   1222_Instance_20_2_3_0,4_1_10_Rep2.txt   2.36   400   261 
1256   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.21   6503   5654 
1261   1227_Instance_20_2_3_0,4_1_20_Rep2.txt   2.25   2572   2473 
1261   1227_Instance_20_2_3_0,4_1_20_Rep2.txt   2.25   2572   2473 
1261   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.25   6503   5965 
1264   122_Instance_10_2_3_0,4_0,2_10_Rep2.txt   0.61   1443   1264 
1264   122_Instance_10_2_3_0,4_0,2_10_Rep2.txt   0.61   1443   1264 
1264   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.29   6503   5810 
1267   1232_Instance_20_2_3_0,6_0,2_10_Rep2.txt   2.27   4727   4655 
1267   1232_Instance_20_2_3_0,6_0,2_10_Rep2.txt   2.27   4727   4655 
1267   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.12   6503   5836 
1272   1237_Instance_20_2_3_0,6_0,2_20_Rep2.txt   2.22   4428   4463 
1272   1237_Instance_20_2_3_0,6_0,2_20_Rep2.txt   2.22   4428   4463 
1272   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   6205 
1278   1242_Instance_20_2_3_0,6_0,6_10_Rep2.txt   2.12   4797   4467 
1278   1242_Instance_20_2_3_0,6_0,6_10_Rep2.txt   2.12   4797   4467 
1278   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5608 
1283   1247_Instance_20_2_3_0,6_0,6_20_Rep2.txt   2.22   2270   2650 
1283   1247_Instance_20_2_3_0,6_0,6_20_Rep2.txt   2.22   2270   2650 
1283   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   6005 
1289   1252_Instance_20_2_3_0,6_1_10_Rep2.txt   2.72   6174   6300 
1289   1252_Instance_20_2_3_0,6_1_10_Rep2.txt   2.72   6174   6300 
1289   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.25   6503   5884 
1294   1257_Instance_20_2_3_0,6_1_20_Rep2.txt   2.86   5491   5740 
1294   1257_Instance_20_2_3_0,6_1_20_Rep2.txt   2.86   5491   5740 
1294   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   6243 
1299   127_Instance_10_2_3_0,4_0,2_20_Rep2.txt   0.73   910   954 
1299   127_Instance_10_2_3_0,4_0,2_20_Rep2.txt   0.73   910   954 
1299   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.24   6503   5788 
1302   12_Instance_10_2_2_0,2_0,6_10_Rep2.txt   0.61   1305   1310 
1302   12_Instance_10_2_2_0,2_0,6_10_Rep2.txt   0.61   1305   1310 
1302   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.2   6503   5631 
1305   132_Instance_10_2_3_0,4_0,6_10_Rep2.txt   0.6   1297   1254 
1305   132_Instance_10_2_3_0,4_0,6_10_Rep2.txt   0.6   1297   1254 
1305   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   5383 
1310   137_Instance_10_2_3_0,4_0,6_20_Rep2.txt   0.63   1388   1485 
1310   137_Instance_10_2_3_0,4_0,6_20_Rep2.txt   0.63   1388   1485 
1310   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.24   6503   5778 
1316   142_Instance_10_2_3_0,4_1_10_Rep2.txt   0.62   594   589 
1316   142_Instance_10_2_3_0,4_1_10_Rep2.txt   0.62   594   589 
1316   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   5412 
1321   147_Instance_10_2_3_0,4_1_20_Rep2.txt   0.85   2269   2092 
1321   147_Instance_10_2_3_0,4_1_20_Rep2.txt   0.85   2269   2092 
1321   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.29   6503   5385 
1327   152_Instance_10_2_3_0,6_0,2_10_Rep2.txt   0.61   1806   1826 
1327   152_Instance_10_2_3_0,6_0,2_10_Rep2.txt   0.61   1806   1826 
1327   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5520 
1332   157_Instance_10_2_3_0,6_0,2_20_Rep2.txt   0.6   3921   3967 
1332   157_Instance_10_2_3_0,6_0,2_20_Rep2.txt   0.6   3921   3967 
1332   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.24   6503   6186 
1338   162_Instance_10_2_3_0,6_0,6_10_Rep2.txt   0.84   3399   3146 
1338   162_Instance_10_2_3_0,6_0,6_10_Rep2.txt   0.84   3399   3146 
1338   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5475 
1343   167_Instance_10_2_3_0,6_0,6_20_Rep2.txt   0.75   1066   902 
1343   167_Instance_10_2_3_0,6_0,6_20_Rep2.txt   0.75   1066   902 
1343   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.3   6503   5389 
1349   172_Instance_10_2_3_0,6_1_10_Rep2.txt   0.78   3728   3454 
1349   172_Instance_10_2_3_0,6_1_10_Rep2.txt   0.78   3728   3454 
1349   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   6027 
1354   177_Instance_10_2_3_0,6_1_20_Rep2.txt   0.61   4022   3819 
1354   177_Instance_10_2_3_0,6_1_20_Rep2.txt   0.61   4022   3819 
1354   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.24   6503   5576 
1362   22_Instance_10_2_2_0,2_1_10_Rep2.txt   0.61   2   168 
1362   22_Instance_10_2_2_0,2_1_10_Rep2.txt   0.61   2   168 
1362   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.16   6503   5824 
1367   27_Instance_10_2_2_0,2_1_20_Rep2.txt   0.63   404   88 
1367   27_Instance_10_2_2_0,2_1_20_Rep2.txt   0.63   404   88 
1367   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.24   6503   6020 
1372   32_Instance_10_2_2_0,4_0,2_10_Rep2.txt   0.65   1228   920 
1372   32_Instance_10_2_2_0,4_0,2_10_Rep2.txt   0.65   1228   920 
1372   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5655 
1377   37_Instance_10_2_2_0,4_0,2_20_Rep2.txt   0.65   692   589 
1377   37_Instance_10_2_2_0,4_0,2_20_Rep2.txt   0.65   692   589 
1377   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5267 
1382   42_Instance_10_2_2_0,4_0,6_10_Rep2.txt   0.62   885   352 
1382   42_Instance_10_2_2_0,4_0,6_10_Rep2.txt   0.62   885   352 
1382   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.26   6503   6130 
1387   47_Instance_10_2_2_0,4_0,6_20_Rep2.txt   0.62   973   426 
1387   47_Instance_10_2_2_0,4_0,6_20_Rep2.txt   0.62   973   426 
1387   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   6047 
1392   52_Instance_10_2_2_0,4_1_10_Rep2.txt   0.62   638   210 
1392   52_Instance_10_2_2_0,4_1_10_Rep2.txt   0.62   638   210 
1392   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.3   6503   5475 
1396   542_Instance_15_2_2_0,2_0,2_10_Rep2.txt   1.71   818   1007 
1396   542_Instance_15_2_2_0,2_0,2_10_Rep2.txt   1.71   818   1007 
1396   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.26   6503   5453 
1401   547_Instance_15_2_2_0,2_0,2_20_Rep2.txt   1.71   876   974 
1401   547_Instance_15_2_2_0,2_0,2_20_Rep2.txt   1.71   876   974 
1401   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.24   6503   5724 
1407   552_Instance_15_2_2_0,2_0,6_10_Rep2.txt   1.37   1105   1360 
1407   552_Instance_15_2_2_0,2_0,6_10_Rep2.txt   1.37   1105   1360 
1407   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.41   6503   5607 
1412   557_Instance_15_2_2_0,2_0,6_20_Rep2.txt   1.58   247   305 
1412   557_Instance_15_2_2_0,2_0,6_20_Rep2.txt   1.58   247   305 
1412   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   6001 
1418   562_Instance_15_2_2_0,2_1_10_Rep2.txt   1.51   158   251 
1418   562_Instance_15_2_2_0,2_1_10_Rep2.txt   1.51   158   251 
1418   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.24   6503   5643 
1423   567_Instance_15_2_2_0,2_1_20_Rep2.txt   1.26   62   74 
1423   567_Instance_15_2_2_0,2_1_20_Rep2.txt   1.26   62   74 
1423   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   6217 
1429   572_Instance_15_2_2_0,4_0,2_10_Rep2.txt   1.35   1891   2332 
1429   572_Instance_15_2_2_0,4_0,2_10_Rep2.txt   1.35   1891   2332 
1429   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   6499 
1434   577_Instance_15_2_2_0,4_0,2_20_Rep2.txt   1.52   2412   2586 
1434   577_Instance_15_2_2_0,4_0,2_20_Rep2.txt   1.52   2412   2586 
1434   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.24   6503   5711 
1437   57_Instance_10_2_2_0,4_1_20_Rep2.txt   0.6   2004   1597 
1437   57_Instance_10_2_2_0,4_1_20_Rep2.txt   0.6   2004   1597 
1437   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   5427 
1440   582_Instance_15_2_2_0,4_0,6_10_Rep2.txt   1.34   2080   1766 
1440   582_Instance_15_2_2_0,4_0,6_10_Rep2.txt   1.34   2080   1766 
1440   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   5561 
1445   587_Instance_15_2_2_0,4_0,6_20_Rep2.txt   1.38   476   442 
1445   587_Instance_15_2_2_0,4_0,6_20_Rep2.txt   1.38   476   442 
1445   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.41   6503   5474 
1451   592_Instance_15_2_2_0,4_1_10_Rep2.txt   1.39   12   134 
1451   592_Instance_15_2_2_0,4_1_10_Rep2.txt   1.39   12   134 
1451   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.15   6503   5747 
1456   597_Instance_15_2_2_0,4_1_20_Rep2.txt   1.25   1377   1072 
1456   597_Instance_15_2_2_0,4_1_20_Rep2.txt   1.25   1377   1072 
1456   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.43   6503   5828 
1462   602_Instance_15_2_2_0,6_0,2_10_Rep2.txt   1.31   4338   4100 
1462   602_Instance_15_2_2_0,6_0,2_10_Rep2.txt   1.31   4338   4100 
1462   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   5500 
1467   607_Instance_15_2_2_0,6_0,2_20_Rep2.txt   1.29   2992   2450 
1467   607_Instance_15_2_2_0,6_0,2_20_Rep2.txt   1.29   2992   2450 
1467   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.14   6503   6170 
1473   612_Instance_15_2_2_0,6_0,6_10_Rep2.txt   1.26   7490   7049 
1473   612_Instance_15_2_2_0,6_0,6_10_Rep2.txt   1.26   7490   7049 
1473   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5661 
1478   617_Instance_15_2_2_0,6_0,6_20_Rep2.txt   1.28   4946   4727 
1478   617_Instance_15_2_2_0,6_0,6_20_Rep2.txt   1.28   4946   4727 
1478   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.2   6503   5887 
1484   622_Instance_15_2_2_0,6_1_10_Rep2.txt   1.21   13139   12000 
1484   622_Instance_15_2_2_0,6_1_10_Rep2.txt   1.21   13139   12000 
1484   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.13   6503   6070 
1489   627_Instance_15_2_2_0,6_1_20_Rep2.txt   1.25   7337   7573 
1489   627_Instance_15_2_2_0,6_1_20_Rep2.txt   1.25   7337   7573 
1489   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.1   6503   5540 
1492   62_Instance_10_2_2_0,6_0,2_10_Rep2.txt   0.62   3660   2358 
1492   62_Instance_10_2_2_0,6_0,2_10_Rep2.txt   0.62   3660   2358 
1492   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.21   6503   6086 
1495   632_Instance_15_2_3_0,2_0,2_10_Rep2.txt   1.36   1467   1926 
1495   632_Instance_15_2_3_0,2_0,2_10_Rep2.txt   1.36   1467   1926 
1495   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.15   6503   6651 
1500   637_Instance_15_2_3_0,2_0,2_20_Rep2.txt   1.45   591   752 
1500   637_Instance_15_2_3_0,2_0,2_20_Rep2.txt   1.45   591   752 
1500   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.13   6503   7545 
1506   642_Instance_15_2_3_0,2_0,6_10_Rep2.txt   1.38   572   914 
1506   642_Instance_15_2_3_0,2_0,6_10_Rep2.txt   1.38   572   914 
1506   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.09   6503   6415 
1511   647_Instance_15_2_3_0,2_0,6_20_Rep2.txt   1.32   16   90 
1511   647_Instance_15_2_3_0,2_0,6_20_Rep2.txt   1.32   16   90 
1511   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.28   6503   6317 
1517   652_Instance_15_2_3_0,2_1_10_Rep2.txt   1.38   895   712 
1517   652_Instance_15_2_3_0,2_1_10_Rep2.txt   1.38   895   712 
1517   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.11   6503   6073 
1522   657_Instance_15_2_3_0,2_1_20_Rep2.txt   1.39   292   79 
1522   657_Instance_15_2_3_0,2_1_20_Rep2.txt   1.39   292   79 
1522   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.11   6503   7140 
1528   662_Instance_15_2_3_0,4_0,2_10_Rep2.txt   1.32   1151   1408 
1528   662_Instance_15_2_3_0,4_0,2_10_Rep2.txt   1.32   1151   1408 
1528   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.19   6503   5600 
1533   667_Instance_15_2_3_0,4_0,2_20_Rep2.txt   1.33   1200   1542 
1533   667_Instance_15_2_3_0,4_0,2_20_Rep2.txt   1.33   1200   1542 
1533   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   6188 
1539   672_Instance_15_2_3_0,4_0,6_10_Rep2.txt   1.34   1225   1300 
1539   672_Instance_15_2_3_0,4_0,6_10_Rep2.txt   1.34   1225   1300 
1539   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.1   6503   6959 
1544   677_Instance_15_2_3_0,4_0,6_20_Rep2.txt   1.3   306   297 
1544   677_Instance_15_2_3_0,4_0,6_20_Rep2.txt   1.3   306   297 
1544   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.14   6503   5901 
1547   67_Instance_10_2_2_0,6_0,2_20_Rep2.txt   0.64   2135   1255 
1547   67_Instance_10_2_2_0,6_0,2_20_Rep2.txt   0.64   2135   1255 
1547   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.23   6503   5558 
1550   682_Instance_15_2_3_0,4_1_10_Rep2.txt   1.62   1752   1478 
1550   682_Instance_15_2_3_0,4_1_10_Rep2.txt   1.62   1752   1478 
1550   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.25   6503   5383 
1555   687_Instance_15_2_3_0,4_1_20_Rep2.txt   1.73   2207   1674 
1555   687_Instance_15_2_3_0,4_1_20_Rep2.txt   1.73   2207   1674 
1555   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.19   6503   5730 
1561   692_Instance_15_2_3_0,6_0,2_10_Rep2.txt   1.23   3296   3532 
1561   692_Instance_15_2_3_0,6_0,2_10_Rep2.txt   1.23   3296   3532 
1561   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.21   6503   5461 
1566   697_Instance_15_2_3_0,6_0,2_20_Rep2.txt   1.28   3976   3212 
1566   697_Instance_15_2_3_0,6_0,2_20_Rep2.txt   1.28   3976   3212 
1566   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.2   6503   5965 
1572   702_Instance_15_2_3_0,6_0,6_10_Rep2.txt   1.2   3791   3418 
1572   702_Instance_15_2_3_0,6_0,6_10_Rep2.txt   1.2   3791   3418 
1572   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.14   6503   5889 
1577   707_Instance_15_2_3_0,6_0,6_20_Rep2.txt   1.58   2674   2465 
1577   707_Instance_15_2_3_0,6_0,6_20_Rep2.txt   1.58   2674   2465 
1577   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.25   6503   5932 
1583   712_Instance_15_2_3_0,6_1_10_Rep2.txt   1.48   3576   3099 
1583   712_Instance_15_2_3_0,6_1_10_Rep2.txt   1.48   3576   3099 
1583   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.26   6503   5674 
1588   717_Instance_15_2_3_0,6_1_20_Rep2.txt   1.21   4159   3773 
1588   717_Instance_15_2_3_0,6_1_20_Rep2.txt   1.21   4159   3773 
1588   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.29   6503   5342 
1592   72_Instance_10_2_2_0,6_0,6_10_Rep2.txt   0.6   2550   1493 
1592   72_Instance_10_2_2_0,6_0,6_10_Rep2.txt   0.6   2550   1493 
1592   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.22   6503   6026 
1597   77_Instance_10_2_2_0,6_0,6_20_Rep2.txt   0.62   2169   1384 
1597   77_Instance_10_2_2_0,6_0,6_20_Rep2.txt   0.62   2169   1384 
1597   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.33   6503   5965 
1602   82_Instance_10_2_2_0,6_1_10_Rep2.txt   0.61   2182   993 
1602   82_Instance_10_2_2_0,6_1_10_Rep2.txt   0.61   2182   993 
1602   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.25   6503   5827 
1607   87_Instance_10_2_2_0,6_1_20_Rep2.txt   0.61   3106   1427 
1607   87_Instance_10_2_2_0,6_1_20_Rep2.txt   0.61   3106   1427 
1607   1236_Instance_20_2_3_0,6_0,2_20_Rep1.txt   2.46   6503   5423 
1612   92_Instance_10_2_3_0,2_0,2_10_Rep2.txt   0.61   648   583 
1612   92_Instance_10_2_3_0,2_0,2_10_Rep2.txt   0.61   648   583 
